,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
4,4,'1,'1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)",45,2017.0,18.0,3.0,1.0,3.0,0,45,513,Europe and Northern America
5,5,'1,'1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)",12,2017.0,18.0,3.0,1.0,3.0,0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)",24,2017.0,18.0,3.0,1.0,3.0,0,24,747,Northern Africa and Western Asia
7,7,'1,'1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)",16,2017.0,18.0,3.0,1.0,3.0,0,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",194,2017.0,18.0,3.0,1.0,3.0,0,194,1,World
0,0,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",2,2017.0,18.0,2.0,1.0,2.0,0,2,53,Australia and New Zealand
1,1,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",14,2017.0,18.0,3.0,1.0,3.0,0,14,62,Central and Southern Asia
2,2,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",48,2017.0,18.0,3.0,1.0,3.0,0,48,202,Sub-Saharan Africa
3,3,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",33,2017.0,18.0,3.0,1.0,3.0,0,33,419,Latin America and the Caribbean
4,4,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",45,2017.0,18.0,3.0,1.0,3.0,0,45,513,Europe and Northern America
5,5,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",12,2017.0,18.0,3.0,1.0,3.0,0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",24,2017.0,18.0,3.0,1.0,3.0,0,24,747,Northern Africa and Western Asia
7,7,'1,'1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",16,2017.0,18.0,3.0,1.0,3.0,0,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),70,2015.5,4.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),0,,,,,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),7,2017.0,5.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),20,2016.0,3.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),19,2014.0,7.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),3,2015.0,1.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),5,2013.0,1.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),4,2010.5,3.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),12,2017.0,4.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),123,2017.0,8.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),11,2018.0,7.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),32,2017.0,8.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),27,2015.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),15,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),9,2014.0,6.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),14,2017.0,7.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),13,2017.0,7.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),124,2017.0,6.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),2,2017.5,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),11,2018.0,6.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),33,2017.0,6.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),27,2015.0,10.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),17,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),7,2015.0,4.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),14,2017.0,6.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),13,2017.0,8.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",124,2017.0,7.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",2,2017.5,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",11,2018.0,6.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",33,2017.0,7.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",27,2015.0,10.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",17,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",7,2015.0,4.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",14,2017.0,6.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",13,2017.0,8.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),128,2017.0,8.5,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),11,2018.0,9.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),34,2017.0,8.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),27,2017.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),17,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),10,2014.5,5.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),14,2017.0,7.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),13,2017.0,8.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",123,2017.0,8.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",11,2018.0,7.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",32,2017.0,8.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",27,2015.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",15,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",9,2014.0,6.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",14,2017.0,7.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",13,2017.0,7.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),114,2017.0,5.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),2,2018.0,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),10,2018.0,5.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),30,2017.0,5.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),27,2014.0,8.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),13,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),6,2011.0,2.5,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),14,2017.0,6.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),12,2017.0,6.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),115,2017.0,6.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),11,2018.0,7.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),27,2017.0,6.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),26,2015.0,10.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),14,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),9,2014.0,4.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),13,2017.0,6.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),13,2017.0,7.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),107,2017.0,6.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),11,2018.0,4.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),28,2017.0,5.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),26,2014.5,10.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),9,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),7,2013.0,5.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),11,2017.0,5.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),13,2017.0,4.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",38,2018.0,2.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",0,,,,,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",4,2018.0,2.5,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",13,2017.0,3.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",4,2017.0,2.5,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",6,2018.0,1.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",2,2018.0,1.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",5,2017.0,2.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",4,2018.0,2.5,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),116,2017.0,8.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),10,2018.0,8.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),30,2017.0,8.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),26,2015.0,10.5,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),16,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),9,2014.0,6.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),14,2017.0,9.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.2,VC_DSR_GDPLS,Direct economic loss attributed to disasters (current United States dollars),9,2017.0,11.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),116,2017.0,8.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),10,2018.0,8.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),30,2017.0,8.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),26,2015.0,10.5,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),16,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),9,2014.0,6.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),14,2017.0,9.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'1,'1.5,1.5.2,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP (%),9,2017.0,11.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'1,'1.5,1.5.2,VC_DSR_AGLN,Direct agriculture loss attributed to disasters (current United States dollars),116,2017.0,8.0,1.0,0.0,,,194,1,World
0,0,'1,'1.5,1.5.2,VC_DSR_AGLN,Direct agriculture loss attributed to disasters (current United States dollars),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
