goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2002	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1	_T	Total (national average) or no breakdown	[2006, 2010, 2012, 2014]	2006	2014	4	PT	Percentage	G	Global				6.08825				18.41876		14.18074		8.97639			8.97639			[2006,2012,2014]: Household Living Standard Survey // [2010]: Household Living Standards Survey 2010, 7th round	[2006]: Social and Environmental Statistics Departerment - General Statistics Office // [2010,2012,2014]: General Statistics Office (GSO) - Ministry of Planning and Investment		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1	Q1	Quintile 1 (poorest)	[2006, 2010, 2012, 2014]	2006	2014	4	PT	Percentage	G	Global				18.89609				40.3625		33.45951		24.40484			24.40484			[2006,2012,2014]: Household Living Standard Survey // [2010]: Household Living Standards Survey 2010, 7th round	[2006]: Social and Environmental Statistics Departerment - General Statistics Office // [2010,2012,2014]: General Statistics Office (GSO) - Ministry of Planning and Investment		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	Q1	Quintile 1 (poorest)	[2005]	2005	2005	1	PT	Percentage	G	Global			0.42101												0.42101			Income and Expenditure Survey	Statistics South Africa		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	_T	Total (national average) or no breakdown	[2005]	2005	2005	1	PT	Percentage	G	Global			0.86731												0.86731			Income and Expenditure Survey	Statistics South Africa		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1	_T	Total (national average) or no breakdown	[2006, 2009, 2011, 2012, 2015]	2006	2015	5	PT	Percentage	G	Global				6.22139			7.15987		5.60207	5.89742			6.91356		6.91356			[2006,2009]: Pesquisa Nacional por Amostra de Domicilios // [2011-2012]: Pesquisa Nacional por Amostra de Domicilio // [2015]: Pesquisa Nacional por Amostra de DomicĂ­lios ContĂ­nua	[2006]: Instituto Brasileiro de Geografia e Estatistica // [2009,2011-2012,2015]: Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio do Planejamento, OrĂ§amento e Gestao		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1	Q1	Quintile 1 (poorest)	[2006, 2009, 2011, 2012, 2015]	2006	2015	5	PT	Percentage	G	Global				5.29716			6.08856		5.35491	5.94584			8.39076		8.39076			[2006,2009]: Pesquisa Nacional por Amostra de Domicilios // [2011-2012]: Pesquisa Nacional por Amostra de Domicilio // [2015]: Pesquisa Nacional por Amostra de DomicĂ­lios ContĂ­nua	[2006]: Instituto Brasileiro de Geografia e Estatistica // [2009,2011-2012,2015]: Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio do Planejamento, OrĂ§amento e Gestao		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	_T	Total (national average) or no breakdown	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2009	2016	8	PT	Percentage	G	Global							1.13947	1.0446	0.85332	0.84086	0.82759	1.27875	1.47964	1.33638	1.33638			[2009]: Household Income and Consumption Expenditures Survey 2009 // [2010]: Household Income and Consumption Expenditures Survey 2010 // [2011]: Household Income and Consumption Expenditures Survey 2011 // [2012]: Household Income and Consumption Expenditures Survey 2012 // [2013]: Household Income and Consumption Expenditures Survey 2013 // [2014]: Household Income and Consumption Expenditures Survey 2014 // [2015]: Household Income and Consumption Expenditures Survey 2015 // [2016]: Household Income and Consumption Expenditures Survey 2016	[2009-2014]: Turkish Statistical Institute // [2015-2016]: State Institute of Statistics of Prime Ministry of Turkey - TURKSTAT		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	Q1	Quintile 1 (poorest)	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2009	2016	8	PT	Percentage	G	Global							0.78859	0.44673	0.50685	0.45323	0.45731	0.48963	1.20446	0.59554	0.59554			[2009]: Household Income and Consumption Expenditures Survey 2009 // [2010]: Household Income and Consumption Expenditures Survey 2010 // [2011]: Household Income and Consumption Expenditures Survey 2011 // [2012]: Household Income and Consumption Expenditures Survey 2012 // [2013]: Household Income and Consumption Expenditures Survey 2013 // [2014]: Household Income and Consumption Expenditures Survey 2014 // [2015]: Household Income and Consumption Expenditures Survey 2015 // [2016]: Household Income and Consumption Expenditures Survey 2016	[2009-2014]: Turkish Statistical Institute // [2015-2016]: State Institute of Statistics of Prime Ministry of Turkey - TURKSTAT		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1	Q1	Quintile 1 (poorest)	[2008, 2012]	2008	2012	2	PT	Percentage	G	Global						7.86586				17.03102					17.03102			[2008]: Living Standards Measurement Survey // [2012]: Living Standards Measurement Survey	Institute of Statistics of Albania		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1	_T	Total (national average) or no breakdown	[2008, 2012]	2008	2012	2	PT	Percentage	G	Global						6.04202				14.22281					14.22281			[2008]: Living Standards Measurement Survey // [2012]: Living Standards Measurement Survey	Institute of Statistics of Albania		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	_T	Total (national average) or no breakdown	[2006, 2011, 2012, 2013]	2006	2013	4	PT	Percentage	G	Global				6.04397					3.44978	3.72593	3.20097				3.20097			Household Living Conditions Survey	[2006]: State Statistics Committee of Ukraine // [2011-2012]: State Statistics Service of Ukraine // [2013]: State Statistics Committee of Ukraine - UKRSTAT		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	Q1	Quintile 1 (poorest)	[2006, 2011, 2012, 2013]	2006	2013	4	PT	Percentage	G	Global				10.17821					4.81953	6.42283	3.66689				3.66689			Household Living Conditions Survey	[2006]: State Statistics Committee of Ukraine // [2011-2012]: State Statistics Service of Ukraine // [2013]: State Statistics Committee of Ukraine - UKRSTAT		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	Q1	Quintile 1 (poorest)	[2010, 2012, 2014]	2010	2014	3	PT	Percentage	G	Global								3.05545		3.13813		0.05395			0.05395			[2010]: LSMS - National Panel Survey 2010-2011, Wave 2 // [2012]: LSMS - National Panel Survey 2012-2013, Wave 3 // [2014]: LSMS - National Panel Survey 2014-2015, Wave 4	National Bureau of Statistics - Ministry of Finance and Planning		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	_T	Total (national average) or no breakdown	[2010, 2012, 2014]	2010	2014	3	PT	Percentage	G	Global								4.92564		6.13052		0.98396			0.98396			[2010]: LSMS - National Panel Survey 2010-2011, Wave 2 // [2012]: LSMS - National Panel Survey 2012-2013, Wave 3 // [2014]: LSMS - National Panel Survey 2014-2015, Wave 4	National Bureau of Statistics - Ministry of Finance and Planning		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1	Q1	Quintile 1 (poorest)	[2009]	2009	2009	1	PT	Percentage	G	Global							4.08667								4.08667			Living Standards Measurement Survey (LSMS)	World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1	_T	Total (national average) or no breakdown	[2009]	2009	2009	1	PT	Percentage	G	Global							5.7211								5.7211			Living Standards Measurement Survey (LSMS)	World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1	_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012]	2008	2012	5	PT	Percentage	G	Global						1.64765	2.09583	1.94634	2.08135	2.30536					2.30536			Encuesta Continua de Hogares	[2008]: World Development Indicators database, World Bank // [2009-2010]: Instituto Nacional de Estadistica - Gobierno de Uruguay // [2011-2012]: Instituto Nacional de Estadistica - Republica Oriental del Uruguay		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1	Q1	Quintile 1 (poorest)	[2008, 2009, 2010, 2011, 2012]	2008	2012	5	PT	Percentage	G	Global						1.97089	3.18773	2.34627	2.94722	2.87646					2.87646			Encuesta Continua de Hogares	[2008]: World Development Indicators database, World Bank // [2009-2010]: Instituto Nacional de Estadistica - Gobierno de Uruguay // [2011-2012]: Instituto Nacional de Estadistica - Republica Oriental del Uruguay		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	_T	Total (national average) or no breakdown	[2005]	2005	2005	1	PT	Percentage	G	Global			0.06606												0.06606			Household Budget Survey	Central Statistical Organization (CSO) - Ministry of Planning and International Cooperation		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	Q1	Quintile 1 (poorest)	[2005]	2005	2005	1	PT	Percentage	G	Global			0.06893												0.06893			Household Budget Survey	Central Statistical Organization (CSO) - Ministry of Planning and International Cooperation		CA: Country adjusted data
