goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disabilityStatus_code,disabilityStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,_T,Both sexes,PWD,Persons without disability,"[2007, 2014]",2007,2014,2,PT,Percentage,G,Global,,,3.1,,,,,,,4.2,,,,4.2,,,[2007]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2014]: Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,M,Male,PD,Persons with disability,"[2007, 2014]",2007,2014,2,PT,Percentage,G,Global,,,2.5,,,,,,,5.1,,,,5.1,,,[2007]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2014]: Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,F,Female,PD,Persons with disability,"[2007, 2014]",2007,2014,2,PT,Percentage,G,Global,,,3.8,,,,,,,8.6,,,,8.6,,,[2007]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2014]: Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,M,Male,_T,No breakdown by disability,"[2007, 2014]",2007,2014,2,PT,Percentage,G,Global,,,2.6,,,,,,,3.5,,,,3.5,,,[2007]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2014]: Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,F,Female,_T,No breakdown by disability,"[2007, 2014]",2007,2014,2,PT,Percentage,G,Global,,,3.5,,,,,,,5.3,,,,5.3,,,[2007]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2014]: Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,_T,Both sexes,_T,No breakdown by disability,"[2007, 2014]",2007,2014,2,PT,Percentage,G,Global,,,3.1,,,,,,,4.3,,,,4.3,,,[2007]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2014]: Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,M,Male,PWD,Persons without disability,"[2007, 2014]",2007,2014,2,PT,Percentage,G,Global,,,2.6,,,,,,,3.4,,,,3.4,,,[2007]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2014]: Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,_T,Both sexes,PWD,Persons without disability,"[2006, 2009, 2011, 2013, 2015]",2006,2015,5,PT,Percentage,G,Global,,7.3,,,10.4,,7.1,,6.5,,6.8,,,6.8,,,"[2006,2009]: Unemployment definition: Two criteria (not in employment and seeking) | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2011,2013,2015]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;",ILOSTAT - HS - National Survey on Socio-Economic Conditions,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,M,Male,PD,Persons with disability,"[2006, 2009, 2011, 2013, 2015]",2006,2015,5,PT,Percentage,G,Global,,7.5,,,8.1,,6.0,,4.9,,6.5,,,6.5,,,"[2006,2009]: Unemployment definition: Two criteria (not in employment and seeking) | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2011,2013,2015]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;",ILOSTAT - HS - National Survey on Socio-Economic Conditions,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,F,Female,PD,Persons with disability,"[2006, 2009, 2011, 2013, 2015]",2006,2015,5,PT,Percentage,G,Global,,11.0,,,10.1,,8.6,,7.1,,7.6,,,7.6,,,"[2006,2009]: Unemployment definition: Two criteria (not in employment and seeking) | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2011,2013,2015]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;",ILOSTAT - HS - National Survey on Socio-Economic Conditions,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,_T,Both sexes,PD,Persons with disability,"[2006, 2009, 2011, 2013, 2015]",2006,2015,5,PT,Percentage,G,Global,,8.9,,,8.9,,7.2,,5.9,,7.0,,,7.0,,,"[2006,2009]: Unemployment definition: Two criteria (not in employment and seeking) | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2011,2013,2015]: Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;",ILOSTAT - HS - National Survey on Socio-Economic Conditions,,C: Country data
