series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	value_2020	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	22.47	22.66	22.66	23.04	23.76	24.58	24.79	24.83	27.14	27.41	33.38	33.01	31.77	32.19	33.2	33.38	33.38	33.42	33.69	34.05	35.55	35.55			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	F	Female	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2004	2020	17	PT	Percentage	G	Global					12.0	12.0	12.0	8.4	8.4	8.4	8.4	8.4	8.94	8.94	10.64	8.94	8.94	8.94	8.94	10.31	12.8	12.8			[2004-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2004-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	19.3	19.3	19.3	35.09	35.09	35.09	35.09	38.6	36.84	36.84	36.84	38.6	38.6	38.6	38.6	33.33	33.33	35.09	35.09	45.61	45.61	45.61			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	0.0	20.53	20.53	20.53	17.76	21.71	21.71	21.71	20.92	20.92	23.53	23.53	23.84	23.84	23.84	25.83	15.23	19.87	18.54	20.53	19.21	19.21			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	27.62	27.62	27.62	35.96	35.96	35.96	35.96	35.96	43.16	43.16	43.16	43.16	45.22	45.22	48.86	48.86	48.86	48.86	48.86	53.22	53.22	53.22			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	5.36	7.14	10.71	10.71	10.71	16.07	16.07	14.29	14.29	14.29	12.5	12.5	10.71	10.71	12.5	12.5	12.5	17.86	17.86	17.86	19.64	19.64			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	199	Least Developed Countries (LDC)	1			Group						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	9.26	9.85	10.7	11.95	12.44	13.06	16.01	16.34	17.05	18.97	19.29	20.0	20.14	21.27	21.35	21.7	22.79	23.23	22.11	22.91	23.09	23.09			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	7.14	7.14	14.29	14.29	14.29	14.29	28.57	28.57	25.0	25.0	35.71	35.71	50.0	50.0	50.0	50.0	39.29	32.14	32.14	32.14	46.43	46.43			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	202	Sub-Saharan Africa	3	2	Africa	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	11.52	11.73	12.31	13.31	13.88	14.44	16.32	16.5	17.26	18.09	18.4	19.21	19.78	20.81	22.79	22.64	23.27	23.73	23.64	23.88	24.34	24.34			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	15.0	15.0	15.0	17.0	17.0	17.0	17.0	15.5	15.5	15.5	15.5	22.0	22.0	22.0	19.5	19.0	20.0	20.0	22.0	22.5	22.5	22.5			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	6.02	6.02	6.02	6.02	7.23	7.23	7.23	7.23	10.84	10.84	10.84	10.84	8.43	8.43	8.43	8.43	7.23	7.23	7.23	7.23	7.23	7.23			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	37.43	37.43	37.99	37.99	37.99	37.99	36.87	36.87	37.99	37.99	37.99	37.99	39.11	39.11	39.11	37.99	37.43	37.43	37.43	37.43	39.66	39.66			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	21	Northern America	3	19	Americas	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	16.3	16.71	16.71	16.85	16.85	17.5	17.5	18.17	18.65	19.11	18.98	18.98	20.11	20.65	21.11	21.76	22.28	22.21	22.79	25.03	25.88	25.88			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	18.75	18.75	18.75	18.75	18.75	19.35	12.9	12.9	16.13	18.75	14.29	12.5	12.5	12.5	12.9	21.88	21.88	25.0	25.0	25.0	38.1	38.1			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. | The figures correspond to the results of the December 2019 elections. They do not include 9 members to be appointed by the\nPresident and 2 ex officio members (the Speaker and the Attorney General)	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	16.11	16.11	16.11	17.33	17.33	17.33	17.33	19.66	19.66	19.66	19.66	20.77	20.77	20.77	20.77	20.77	20.77	26.84	26.84	26.84	27.89	27.89			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	17.36	14.63	14.63	16.0	16.0	16.0	16.0	25.0	25.0	27.63	32.26	32.26	32.26	32.26	41.61	41.61	41.61	41.61	37.96	37.96	39.42	39.42			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	16.67	9.52	9.52	9.52	10.71	10.71	10.71	16.67	16.67	19.05	19.05	19.05	19.05	26.19	26.19	27.38	32.14	32.14	32.14	30.95	33.33	33.33			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	21	PT	Percentage	G	Global	5.0	5.0	5.0	5.0	5.0	18.0	18.0	18.0	18.0	6.0	10.0	10.0	10.0	10.0	24.0	24.0	24.0	24.0	20.0	20.0	21.0	21.0			[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments.	[2000-2019]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data. // [2020]: Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed January 1 of given year for annual data.		C: Country data
