goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	20.3	18.3	17.2	16.1	15.9	15.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	135	Caucasus and Central Asia	1			Group						Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	31.5	31.5	27.9	25.7	24.9	24.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	135	Caucasus and Central Asia	1			Group						Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	39.3	39.5	35.4	33.1	32.2	32.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	135	Caucasus and Central Asia	1			Group						Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	24.3	24.0	21.0	19.1	18.5	18.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	24.9	24.3	24.9	23.7	23.1	23.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	25.3	25.0	25.7	24.5	23.9	23.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	24.5	23.8	24.2	23.1	22.4	22.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	143	Central Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	33.3	33.6	29.0	26.7	25.7	25.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	143	Central Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	25.8	25.8	22.2	20.3	19.5	19.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	143	Central Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	41.2	41.8	36.3	33.8	32.7	32.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	21.5	17.9	17.6	17.6	17.4	17.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	26.3	23.3	22.6	22.3	22.1	22.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	16.8	12.7	12.9	13.4	13.2	13.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	145	Western Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	27.9	26.0	24.2	22.4	22.1	22.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	145	Western Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	23.2	21.6	20.0	18.5	18.3	18.3				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	145	Western Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	18.3	17.0	15.7	14.6	14.4	14.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
