goal	target	indicator_code	indicator_ref	series	hub_id	n_countries	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_code	sex_desc	age_code	age_desc	location_code	location_desc	educationLevel_code	educationLevel_desc	typeOfProduct_code	typeOfProduct_desc	typeOfSkill_code	typeOfSkill_desc	quantile_code	quantile_desc	modeOfTransportation_code	modeOfTransportation_desc	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	causeOfDeath_code	causeOfDeath_desc	disabilityStatus_code	disabilityStatus_desc	typeOfOccupation_code	typeOfOccupation_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	levelStatus_code	levelStatus_desc	migratoryStatus_code	migratoryStatus_desc	parliamentaryCommittees_code	parliamentaryCommittees_desc	policyDomains_code	policyDomains_desc	typeOfSpeed_code	typeOfSpeed_desc	activity_code	activity_desc	cities_code	cities_desc	ihrCapacity_code	ihrCapacity_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	policyInstruments_code	policyInstruments_desc	samplingStations_code	samplingStations_desc	substanceUseDisorders_code	substanceUseDisorders_desc	typeOfWasteTreatment_code	typeOfWasteTreatment_desc
3	'3.2	C030201	3.2.1	SH_DYN_MORT	9052901d7f0946eca284218f313f6600	195	Under-five mortality rate, by sex (deaths per 1,000 live births)	2000	2018	19	19	2.0	F	Female	Y0T4	under 5 years old																																																
3	'3.2	C030201	3.2.1	SH_DYN_MORT	9052901d7f0946eca284218f313f6600	195	Under-five mortality rate, by sex (deaths per 1,000 live births)	2000	2018	19	19	2.0	_T	Both sexes	Y0T4	under 5 years old																																																
3	'3.2	C030201	3.2.1	SH_DYN_IMRT	6a2512f65a6c4583a5028d3bf8d87005	195	Infant mortality rate (deaths per 1,000 live births)	2000	2018	19	19	2.0	M	Male	Y0	under 1 year old																																																
3	'3.2	C030201	3.2.1	SH_DYN_IMRT	6a2512f65a6c4583a5028d3bf8d87005	195	Infant mortality rate (deaths per 1,000 live births)	2000	2018	19	19	2.0	_T	Both sexes	Y0	under 1 year old																																																
3	'3.2	C030201	3.2.1	SH_DYN_IMRT	6a2512f65a6c4583a5028d3bf8d87005	195	Infant mortality rate (deaths per 1,000 live births)	2000	2018	19	19	2.0	F	Female	Y0	under 1 year old																																																
3	'3.2	C030201	3.2.1	SH_DYN_MORTN	4ae88cd4026b4cd886329d367197c8d5	195	Under-five deaths (number)	2000	2018	19	19	2.0	M	Male	Y0T4	under 5 years old																																																
3	'3.2	C030201	3.2.1	SH_DYN_MORTN	4ae88cd4026b4cd886329d367197c8d5	195	Under-five deaths (number)	2000	2018	19	19	2.0	F	Female	Y0T4	under 5 years old																																																
3	'3.2	C030201	3.2.1	SH_DYN_MORTN	4ae88cd4026b4cd886329d367197c8d5	195	Under-five deaths (number)	2000	2018	19	19	2.0	_T	Both sexes	Y0T4	under 5 years old																																																
3	'3.2	C030202	3.2.2	SH_DYN_NMRTN	0ac46ff9f0994cbeb0235d084e4f0919	195	Neonatal deaths (number)	2000	2018	19	19	2.0	_T	Both sexes	M0	under 1 month old																																																
3	'3.2	C030202	3.2.2	SH_DYN_NMRT	202014290ce64ffdbb7e6bc1e8757f41	195	Neonatal mortality rate (deaths per 1,000 live births)	2000	2018	19	19	2.0	_T	Both sexes	M0	under 1 month old																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	136	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	_T	Both sexes	Y15T49	15 to 49 years old																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	135	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	M	Male	Y15T49	15 to 49 years old																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	135	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	F	Female	Y15T49	15 to 49 years old																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	136	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	_T	Both sexes	Y15T24	15 to 24 years old																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	135	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	M	Male	Y15T24	15 to 24 years old																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	135	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	F	Female	Y15T24	15 to 24 years old																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	135	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	M	Male	_T	All age ranges or no breaks by age																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	136	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	_T	Both sexes	_T	All age ranges or no breaks by age																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	135	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	F	Female	_T	All age ranges or no breaks by age																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	102	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	F	Female	Y_GE50	50 years old and over																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	102	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	M	Male	Y_GE50	50 years old and over																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	102	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	_T	Both sexes	Y_GE50	50 years old and over																																																
3	'3.3	C030301	3.3.1	SH_HIV_INCD	6ab65ae9b70342f28215e6f91f2ee79f	102	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2000	2018	18	19	2.0	_T	Both sexes	Y0T14	under 15 years old																																																
3	'3.3	C030302	3.3.2	SH_TBS_INCID	d97b709ae96b4ee795f6eb2fdf0638d5	215	Tuberculosis incidence (per 100,000 population)	2000	2018	8	19	0.0																																																				
3	'3.3	C030303	3.3.3	SH_STA_MALR	3ed440d5ed0645d2b2184f08653d8075	109	Malaria incidence per 1,000 population at risk (per 1,000 population)	2000	2018	11	11	0.0																																																				
3	'3.3	C030304	3.3.4	SH_HAP_HBSAG	77a849a34c5647d09be464d0c3250aed	194	Prevalence of hepatitis B surface antigen (HBsAg) (%)	2015	2015	1	1	1.0			Y0T4	under 5 years old																																																
3	'3.3	C030305	3.3.5	SH_TRP_INTVN	e13bac22fcde46beaac59381a90d4b23	194	Number of people requiring interventions against neglected tropical diseases (number)	2010	2018	9	9	0.0																																																				
3	'3.4	C030401	3.4.1	SH_DTH_NCOM	34d66afd38ce43f888bb8915a97c81e9	183	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	2000	2016	5	5	2.0	M	Male	Y30T70	30 to 70 years old																																																
3	'3.4	C030401	3.4.1	SH_DTH_NCOM	34d66afd38ce43f888bb8915a97c81e9	183	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	2000	2016	5	5	2.0	F	Female	Y30T70	30 to 70 years old																																																
3	'3.4	C030401	3.4.1	SH_DTH_NCOM	34d66afd38ce43f888bb8915a97c81e9	183	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	2000	2016	5	5	2.0	_T	Both sexes	Y30T70	30 to 70 years old																																																
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	M	Male																																									NCD_CNCR	Cancer								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	F	Female																																									NCD_CNCR	Cancer								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	_T	Both sexes																																									NCD_CARDIO	Cardiovascular disease								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	M	Male																																									NCD_CARDIO	Cardiovascular disease								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	F	Female																																									NCD_CARDIO	Cardiovascular disease								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	M	Male																																									NCD_DIABTS	Diabetes								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	_T	Both sexes																																									NCD_DIABTS	Diabetes								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	F	Female																																									NCD_DIABTS	Diabetes								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	F	Female																																									NCD_CRESPD	Chronic respiratory disease								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	_T	Both sexes																																									NCD_CRESPD	Chronic respiratory disease								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	_T	Both sexes																																									NCD_CNCR	Cancer								
3	'3.4	C030401	3.4.1	SH_DTH_RNCOM	3b95d9a55ee342f28fdacecf170d366c	183	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2000	2016	5	5	2.0	M	Male																																									NCD_CRESPD	Chronic respiratory disease								
3	'3.4	C030402	3.4.2	SH_STA_SCIDE	fef6bd2313374421bf8e11d7599216a4	183	Suicide mortality rate, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	F	Female																																																		
3	'3.4	C030402	3.4.2	SH_STA_SCIDE	fef6bd2313374421bf8e11d7599216a4	183	Suicide mortality rate, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	M	Male																																																		
3	'3.4	C030402	3.4.2	SH_STA_SCIDE	fef6bd2313374421bf8e11d7599216a4	183	Suicide mortality rate, by sex (deaths per 100,000 population)	2000	2016	5	5	1.0	_T	Both sexes																																																		
3	'3.4	C030402	3.4.2	SH_STA_SCIDEN	82455bcc859c4632a9cb9f7e311fe967	183	Number of deaths attributed to suicide, by sex (number)	2000	2016	5	5	1.0	F	Female																																																		
3	'3.4	C030402	3.4.2	SH_STA_SCIDEN	82455bcc859c4632a9cb9f7e311fe967	183	Number of deaths attributed to suicide, by sex (number)	2000	2016	5	5	1.0	M	Male																																																		
3	'3.4	C030402	3.4.2	SH_STA_SCIDEN	82455bcc859c4632a9cb9f7e311fe967	183	Number of deaths attributed to suicide, by sex (number)	2000	2016	5	5	1.0	_T	Both sexes																																																		
3	'3.5	C030501	3.5.1	SH_SUD_ALCOL	3ecfea04cf9541d6acc9d749c43432cf	190	Alcohol use disorders, 12-month prevalence (%)	2016	2016	1	1	2.0	M	Male	Y_GE15	15 years old and over																																																
3	'3.5	C030501	3.5.1	SH_SUD_ALCOL	3ecfea04cf9541d6acc9d749c43432cf	190	Alcohol use disorders, 12-month prevalence (%)	2016	2016	1	1	2.0	F	Female	Y_GE15	15 years old and over																																																
3	'3.5	C030501	3.5.1	SH_SUD_ALCOL	3ecfea04cf9541d6acc9d749c43432cf	190	Alcohol use disorders, 12-month prevalence (%)	2016	2016	1	1	2.0	_T	Both sexes	Y_GE15	15 years old and over																																																
3	'3.5	C030501	3.5.1	SH_SUD_TREAT	9f418014876f4d7a910697b643d6456d	24	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2015	2017	1	3	1.0																																																	SUD_OPIOIDS	Opioids		
3	'3.5	C030501	3.5.1	SH_SUD_TREAT	9f418014876f4d7a910697b643d6456d	8	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2015	2017	1	3	1.0																																																	SUD_ATS	Amphetamine-type stimulants (ATS)		
3	'3.5	C030501	3.5.1	SH_SUD_TREAT	9f418014876f4d7a910697b643d6456d	11	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2015	2017	1	3	1.0																																																	_T	Total		
3	'3.5	C030501	3.5.1	SH_SUD_TREAT	9f418014876f4d7a910697b643d6456d	5	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2015	2017	1	3	1.0																																																	SUD_COCAINE	Cocaine		
3	'3.5	C030502	3.5.2	SH_ALC_CONSPT	9321fc4d3030468db59cc6fd4338d281	188	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	2000	2018	2	5	2.0	F	Female	Y_GE15	15 years old and over																																																
3	'3.5	C030502	3.5.2	SH_ALC_CONSPT	9321fc4d3030468db59cc6fd4338d281	188	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	2000	2018	2	5	2.0	M	Male	Y_GE15	15 years old and over																																																
3	'3.5	C030502	3.5.2	SH_ALC_CONSPT	9321fc4d3030468db59cc6fd4338d281	188	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	2000	2018	2	5	2.0	_T	Both sexes	Y_GE15	15 years old and over																																																
3	'3.6	C030601	3.6.1	SH_STA_TRAF	85426d9b29a74d3b9ae41ae6704046d3	195	Death rate due to road traffic injuries (per 100,000 population)	2000	2016	5	5	0.0																																																				
3	'3.7	C030701	3.7.1	SH_FPL_MTMM	8bbefcba76b440bc99d369eedf31bfe7	137	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	2000	2019	1	13	2.0	F	Female	Y15T49	15 to 49 years old																																																
3	'3.7	C030702	3.7.2	SP_DYN_ADKL	aef421a8c221463abbc7e222f3b278c5	222	Adolescent birth rate (per 1,000 women aged 15-19 years)	2000	2018	1	19	2.0	F	Female	Y15T19	15 to 19 years old																																																
