n_countries	series	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_desc	sex_code	age_desc	age_code	location_desc	location_code	observationStatus_desc	observationStatus_code	educationLevel_desc	educationLevel_code	typeOfProduct_desc	typeOfProduct_code	typeOfSkill_desc	typeOfSkill_code	quantile_desc	quantile_code	modeOfTransportation_desc	modeOfTransportation_code	typeOfOccupation_desc	typeOfOccupation_code	causeOfDeath_desc	causeOfDeath_code	typeOfSpeed_desc	typeOfSpeed_code	policyDomains_desc	policyDomains_code	parliamentaryCommittees_desc	parliamentaryCommittees_code	nameOfInternationalInstitution_desc	nameOfInternationalInstitution_code	migratoryStatus_desc	migratoryStatus_code	levelStatus_desc	levelStatus_code	disabilityStatus_desc	disabilityStatus_code	typeOfWasteTreatment_desc	typeOfWasteTreatment_code	substanceUseDisorders_desc	substanceUseDisorders_code	samplingStations_desc	samplingStations_code	policyInstruments_desc	policyInstruments_code	nameOfNonCommunicableDisease_desc	nameOfNonCommunicableDisease_code	ihrCapacity_desc	ihrCapacity_code	groundsOfDiscrimination_desc	groundsOfDiscrimination_code	cities_desc	cities_code	activity_desc	activity_code
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Bello	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Buenaventura	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Buga	C05		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Cali	C06		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Cartagena	C07		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Medellin	C11		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Medellin	MEDELLIN		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2002	2002	1	1	1.0																																																			San Jose	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2006	2006	1	1	1.0																																																			Zagreb	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2004	2004	1	1	1.0																																																			Ciego de avila	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2004	2004	1	1	1.0																																																			Ciego de Avila	CIEGODEAVILA		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2004	2004	1	1	1.0																																																			Camaguey	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2004	2004	1	1	1.0																																																			Camaguey	CAMAGUEY		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Bayamo	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Havana	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Prague	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Parakou 	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Cotonou	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Copenhagen	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Santa Domingo	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2006	2006	1	1	1.0																																																			Santo Domingo de los Colorados	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Quito	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			La Libertad - Nueva San Salvador	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			San Miguel, San Miguel	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Santa Ana, Santa Ana	C08		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			San Salvador - Soyapango	C07		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			San Salvador, San Salvador	C06		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			San Salvador - Mejicanos	C05		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			San Salvador - Ilopango,	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			San Salvador - Apopa	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2010	2010	1	1	1.0																																																			Addis	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Windhoek	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Helsinki	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Paris	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Tbilisi	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Kutaisi	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Batumi	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Berlin	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Antigua	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Accra	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Athens (GAA)	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2010	2015	2	2	1.0																																																			Buenos Aires	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Conakry	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2008	2008	1	1	1.0																																																			Georgetown	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Les Cayes	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Petion Ville	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Petion Ville	PETIONVILLE		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Saint Marc	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Port-au-Prince	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Tegucigalpa	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Budapest	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Delhi	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Bangalore	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Warangal	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Surat	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Sydney	C09		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Perth	C08		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Melbourne	C07		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Hobart	C06		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Gold Coast	C05		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Darwin	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Canberra	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Brisbane	C02		
