goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,observationStatus_code,observationStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,150,Europe,2,1,World,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.45974,0.45974,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,151,Eastern Europe,3,150,Europe,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.51175,0.52643,0.54189,0.54787,0.70112,1.00933,0.96553,0.54727,0.58455,0.50148,0.61022,0.55113,0.56525,0.51421,0.48163,0.51027,0.53997,,0.53997,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,151,Eastern Europe,3,150,Europe,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.52204,0.52204,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2001,2018,18,IX,Index,G,Global,0.40688,0.38036,0.43762,0.45724,0.46861,0.47863,0.51619,0.5233,0.50288,0.46848,0.45895,0.49901,0.49154,0.44119,0.45179,0.39391,0.41491,0.4069,0.4069,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,154,Northern Europe,3,150,Europe,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.98291,0.76672,0.78281,0.76765,1.03344,0.97593,0.89344,0.91302,0.78364,0.66945,0.67834,0.6407,0.62439,0.58174,0.58106,0.57495,0.53926,,0.53926,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,154,Northern Europe,3,150,Europe,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.61354,0.61354,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,155,Western Europe,3,150,Europe,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.57155,0.56936,0.56622,0.63732,0.64316,0.68314,0.59531,0.60386,0.68612,0.6066,0.61979,0.62525,0.63246,0.60708,0.6981,0.67805,0.67176,,0.67176,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,155,Western Europe,3,150,Europe,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.82123,0.82123,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,,,A,Normal value,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2007,2017,11,IX,Index,G,Global,,,,,,,0.25997,0.2207,0.21006,0.25234,0.26685,0.28513,0.27905,0.2668,0.33151,0.33689,0.30131,,0.30131,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.31643,0.31643,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,17,Middle Africa,4,202,Sub-Saharan Africa,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.15033,0.08861,0.10404,0.1993,0.32705,0.31297,0.56331,0.4194,0.14663,0.13768,0.19026,0.22273,0.17518,0.15614,0.12236,0.13251,0.17803,,0.17803,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
